sim_id,id_old,id_new,similarity,title,title
460,22,721,0.238208979,Police probe deadly shooting rampage in western Montenegro,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
461,22,722,0.183793262,Police probe deadly shooting rampage in western Montenegro,N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
462,22,723,0.27558285,Police probe deadly shooting rampage in western Montenegro,Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
463,22,724,0.172695577,Police probe deadly shooting rampage in western Montenegro,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
464,22,725,0.229336217,Police probe deadly shooting rampage in western Montenegro,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
465,22,726,0.209063187,Police probe deadly shooting rampage in western Montenegro,Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
466,22,728,0.156417906,Police probe deadly shooting rampage in western Montenegro,"Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
467,22,729,0.0,Police probe deadly shooting rampage in western Montenegro,"Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
468,22,730,0.245781004,Police probe deadly shooting rampage in western Montenegro,"Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
469,22,731,0.0,Police probe deadly shooting rampage in western Montenegro,"Allen, Diggs dominate as Bills cruise to victory over Titans"
470,22,732,0.180310681,Police probe deadly shooting rampage in western Montenegro,B.C. junior hockey team fined and 2 players suspended for alleged hazing
471,22,733,0.208599374,Police probe deadly shooting rampage in western Montenegro,"Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
472,22,734,0.218773812,Police probe deadly shooting rampage in western Montenegro,Charlottetown's hockey gear exchange just getting bigger
473,22,735,0.170548543,Police probe deadly shooting rampage in western Montenegro,"Fredericton Fire Department wins national competition, a first for the team"
474,22,736,0.20843263,Police probe deadly shooting rampage in western Montenegro,Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
475,22,737,0.310733646,Police probe deadly shooting rampage in western Montenegro,'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
476,22,738,0.17486091,Police probe deadly shooting rampage in western Montenegro,How the business of TIFF affects when the rest of Canada can see the films
477,22,739,0.107218601,Police probe deadly shooting rampage in western Montenegro,Amber Alert issued for 3-year-old boy in Vancouver
478,22,740,0.200305715,Police probe deadly shooting rampage in western Montenegro,New-look Canadian women's basketball team eyes forward progress at World Cup
479,22,741,0.107076831,Police probe deadly shooting rampage in western Montenegro,Amber Alert issued for 3-year-old boy last seen in Vancouver
480,22,742,0.228230834,Police probe deadly shooting rampage in western Montenegro,N.S. mass shooting inquiry enters final week of hearings
481,22,743,0.265007526,Police probe deadly shooting rampage in western Montenegro,"This municipal election, why is Hamilton's police budget so taboo?"
482,22,744,0.235688969,Police probe deadly shooting rampage in western Montenegro,Texas sheriff opens criminal probe into whether migrants were lured to Martha's Vineyard
483,22,745,0.125604361,Police probe deadly shooting rampage in western Montenegro,Hurricane Fiona track veers back toward Atlantic Canada
484,22,747,0.032190289,Police probe deadly shooting rampage in western Montenegro,Hurricane Fiona slams the Dominican Republic after Puerto Rico
485,22,748,0.127923131,Police probe deadly shooting rampage in western Montenegro,"Liberals put inflation help, disability benefit at top of fall parliamentary agenda"
486,22,749,0.28641957,Police probe deadly shooting rampage in western Montenegro,Show of support for Ukraine takes ugly turn outside Russian Consulate in Montreal
487,22,750,0.354096681,Police probe deadly shooting rampage in western Montenegro,Iranian woman Mahsa Amini's death in custody requires independent probe: UN official
488,22,751,0.188128486,Police probe deadly shooting rampage in western Montenegro,Separatists in Eastern Ukraine to hold vote on joining Russia
489,22,752,0.142679796,Police probe deadly shooting rampage in western Montenegro,"P.K. Subban, Norris Trophy winner and Olympic champ, announces NHL retirement"
490,22,753,0.133205116,Police probe deadly shooting rampage in western Montenegro,"'Our world is in peril,' UN secretary general warns general assembly"
491,22,754,0.1746279,Police probe deadly shooting rampage in western Montenegro,Ferry deckhand's hopes for promotion stalled amid backlog of Canadian permanent residency applications
492,22,755,0.286155224,Police probe deadly shooting rampage in western Montenegro,"Residents, workers say bugs and infections rampant at London, Ont., care facility"
1735,26,679,0.185393587,Actor Anne Heche remains on life support for organ donation evaluation,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
1736,26,681,0.207656443,Actor Anne Heche remains on life support for organ donation evaluation,"While in London for the Queen's funeral, Trudeau also discusses economy and Ukraine with leaders"
1737,26,682,0.057262998,Actor Anne Heche remains on life support for organ donation evaluation,PTO Triathlon Tour US Open on CBC: Dallas - DAY 2
1738,26,684,0.215666622,Actor Anne Heche remains on life support for organ donation evaluation,Puerto Rico hit by blackout as Hurricane Fiona closes in
1739,26,686,0.185393587,Actor Anne Heche remains on life support for organ donation evaluation,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
1740,26,687,0.057262998,Actor Anne Heche remains on life support for organ donation evaluation,Curling Stadium Alberta Curling Series Major: Final - Leduc
1741,26,688,0.136902601,Actor Anne Heche remains on life support for organ donation evaluation,Playoff-hungry Orioles turn triple play and rally in 9th inning to beat Blue Jays
1742,26,689,0.061584737,Actor Anne Heche remains on life support for organ donation evaluation,"Canada's Glagau, Sorra top U.S. to win women's world U19 beach volleyball bronze"
1743,26,690,0.0,Actor Anne Heche remains on life support for organ donation evaluation,Tagovailoa throws 6 TDs as Dolphins rally past Ravens
1744,26,691,0.138384491,Actor Anne Heche remains on life support for organ donation evaluation,Aces defeat Sun to capture 1st WNBA title in franchise history
1745,26,692,0.208909839,Actor Anne Heche remains on life support for organ donation evaluation,Biden says it was 'irresponsible' for Trump to keep classified documents at Mar-a-Lago
1746,26,693,0.131067842,Actor Anne Heche remains on life support for organ donation evaluation,Homa secures 2nd straight title at Fortinet Championship after Willett's shocking 3-putt
1747,26,694,0.157443926,Actor Anne Heche remains on life support for organ donation evaluation,Andrea Lee secures 1st LPGA Tour title with win at Portland Classic
1748,26,695,0.129608586,Actor Anne Heche remains on life support for organ donation evaluation,Canada's wheelchair rugby team captures gold at Quad Nations with win over Paralympic champ Great Britain
1749,26,696,0.086632058,Actor Anne Heche remains on life support for organ donation evaluation,Former prime minister Stephen Harper invested into Order of Canada
1750,26,698,0.126167983,Actor Anne Heche remains on life support for organ donation evaluation,Cameron Smith wins LIV Golf Invitational in Chicago in 2nd start with rival league
1751,26,701,0.271158427,Actor Anne Heche remains on life support for organ donation evaluation,Terry Fox Run back in Alberta as thousands run in support of cancer research
1752,26,702,0.280973852,Actor Anne Heche remains on life support for organ donation evaluation,"Investigation launched as bystanders, suspects injured in police pursuit near Agassiz"
1753,26,703,0.20587188,Actor Anne Heche remains on life support for organ donation evaluation,Maj.-Gen. Dany Fortin's sexual assault trial begins today
1754,26,704,0.144045517,Actor Anne Heche remains on life support for organ donation evaluation,Watch the National Commemorative Ceremony for Queen Elizabeth on CBC.ca
1755,26,705,0.23549664,Actor Anne Heche remains on life support for organ donation evaluation,'It's a slippery slope': How young men fall into online radicalization
1756,26,706,0.19181259,Actor Anne Heche remains on life support for organ donation evaluation,"Lots of sniping in UCP leadership race, but so few shots fired over inflation"
1757,26,707,0.318747669,Actor Anne Heche remains on life support for organ donation evaluation,"TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
1758,26,708,0.172808081,Actor Anne Heche remains on life support for organ donation evaluation,Biden says U.S. would defend Taiwan against Chinese invasion
1759,26,709,0.190961286,Actor Anne Heche remains on life support for organ donation evaluation,Montreal teen becomes Quebec's 1st world junior chess champion
1760,26,710,0.178899467,Actor Anne Heche remains on life support for organ donation evaluation,"Russian missile struck close to nuclear plant, Ukraine says"
1761,26,711,0.284229964,Actor Anne Heche remains on life support for organ donation evaluation,"Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
1762,26,712,0.262110204,Actor Anne Heche remains on life support for organ donation evaluation,"Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
1763,26,713,0.198193356,Actor Anne Heche remains on life support for organ donation evaluation,Riot erupts at Vancouver music festival after headliner cancels show
1764,26,714,0.2552149,Actor Anne Heche remains on life support for organ donation evaluation,Military veteran living with chronic pain for a decade says he had to learn to 'push through'
1765,26,715,0.272360057,Actor Anne Heche remains on life support for organ donation evaluation,Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
1766,26,716,0.142893493,Actor Anne Heche remains on life support for organ donation evaluation,Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
1767,26,717,0.099524893,Actor Anne Heche remains on life support for organ donation evaluation,Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
1768,26,718,0.094327964,Actor Anne Heche remains on life support for organ donation evaluation,Mexico earthquake sets off alarm in the capital
1769,26,719,0.218409985,Actor Anne Heche remains on life support for organ donation evaluation,Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
1770,26,720,0.21986647,Actor Anne Heche remains on life support for organ donation evaluation,Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
1771,26,721,0.156369865,Actor Anne Heche remains on life support for organ donation evaluation,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
1772,26,722,0.208814308,Actor Anne Heche remains on life support for organ donation evaluation,N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
1773,26,723,0.185894877,Actor Anne Heche remains on life support for organ donation evaluation,Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
1774,26,724,0.216082126,Actor Anne Heche remains on life support for organ donation evaluation,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1775,26,725,0.245100155,Actor Anne Heche remains on life support for organ donation evaluation,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
1776,26,726,0.209265575,Actor Anne Heche remains on life support for organ donation evaluation,Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
1777,26,728,0.225411326,Actor Anne Heche remains on life support for organ donation evaluation,"Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
1778,26,729,0.0,Actor Anne Heche remains on life support for organ donation evaluation,"Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
1779,26,730,0.179561064,Actor Anne Heche remains on life support for organ donation evaluation,"Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
1780,26,731,0.0,Actor Anne Heche remains on life support for organ donation evaluation,"Allen, Diggs dominate as Bills cruise to victory over Titans"
1781,26,732,0.22024183,Actor Anne Heche remains on life support for organ donation evaluation,B.C. junior hockey team fined and 2 players suspended for alleged hazing
1782,26,733,0.300782621,Actor Anne Heche remains on life support for organ donation evaluation,"Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
1783,26,734,0.22848846,Actor Anne Heche remains on life support for organ donation evaluation,Charlottetown's hockey gear exchange just getting bigger
1784,26,735,0.191706032,Actor Anne Heche remains on life support for organ donation evaluation,"Fredericton Fire Department wins national competition, a first for the team"
1785,26,736,0.196518064,Actor Anne Heche remains on life support for organ donation evaluation,Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
1786,26,737,0.273038357,Actor Anne Heche remains on life support for organ donation evaluation,'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
1787,26,738,0.318333417,Actor Anne Heche remains on life support for organ donation evaluation,How the business of TIFF affects when the rest of Canada can see the films
1788,26,739,0.094509423,Actor Anne Heche remains on life support for organ donation evaluation,Amber Alert issued for 3-year-old boy in Vancouver
1789,26,740,0.194737196,Actor Anne Heche remains on life support for organ donation evaluation,New-look Canadian women's basketball team eyes forward progress at World Cup
1790,26,741,0.094358779,Actor Anne Heche remains on life support for organ donation evaluation,Amber Alert issued for 3-year-old boy last seen in Vancouver
1791,26,742,0.221258894,Actor Anne Heche remains on life support for organ donation evaluation,N.S. mass shooting inquiry enters final week of hearings
1792,26,743,0.253442734,Actor Anne Heche remains on life support for organ donation evaluation,"This municipal election, why is Hamilton's police budget so taboo?"
1793,26,744,0.199538529,Actor Anne Heche remains on life support for organ donation evaluation,Texas sheriff opens criminal probe into whether migrants were lured to Martha's Vineyard
1794,26,745,0.144739062,Actor Anne Heche remains on life support for organ donation evaluation,Hurricane Fiona track veers back toward Atlantic Canada
1795,26,747,0.057262998,Actor Anne Heche remains on life support for organ donation evaluation,Hurricane Fiona slams the Dominican Republic after Puerto Rico
1796,26,748,0.155445367,Actor Anne Heche remains on life support for organ donation evaluation,"Liberals put inflation help, disability benefit at top of fall parliamentary agenda"
1797,26,749,0.228527382,Actor Anne Heche remains on life support for organ donation evaluation,Show of support for Ukraine takes ugly turn outside Russian Consulate in Montreal
1798,26,750,0.265043586,Actor Anne Heche remains on life support for organ donation evaluation,Iranian woman Mahsa Amini's death in custody requires independent probe: UN official
1799,26,751,0.195480347,Actor Anne Heche remains on life support for organ donation evaluation,Separatists in Eastern Ukraine to hold vote on joining Russia
1800,26,752,0.151890129,Actor Anne Heche remains on life support for organ donation evaluation,"P.K. Subban, Norris Trophy winner and Olympic champ, announces NHL retirement"
1801,26,753,0.130739078,Actor Anne Heche remains on life support for organ donation evaluation,"'Our world is in peril,' UN secretary general warns general assembly"
1802,26,754,0.194238082,Actor Anne Heche remains on life support for organ donation evaluation,Ferry deckhand's hopes for promotion stalled amid backlog of Canadian permanent residency applications
1803,26,755,0.2763412,Actor Anne Heche remains on life support for organ donation evaluation,"Residents, workers say bugs and infections rampant at London, Ont., care facility"
907,27,679,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
908,27,681,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"While in London for the Queen's funeral, Trudeau also discusses economy and Ukraine with leaders"
909,27,682,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,PTO Triathlon Tour US Open on CBC: Dallas - DAY 2
910,27,684,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Puerto Rico hit by blackout as Hurricane Fiona closes in
911,27,686,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
912,27,687,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Curling Stadium Alberta Curling Series Major: Final - Leduc
913,27,688,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Playoff-hungry Orioles turn triple play and rally in 9th inning to beat Blue Jays
914,27,689,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Canada's Glagau, Sorra top U.S. to win women's world U19 beach volleyball bronze"
915,27,690,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Tagovailoa throws 6 TDs as Dolphins rally past Ravens
916,27,691,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Aces defeat Sun to capture 1st WNBA title in franchise history
917,27,692,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Biden says it was 'irresponsible' for Trump to keep classified documents at Mar-a-Lago
918,27,693,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Homa secures 2nd straight title at Fortinet Championship after Willett's shocking 3-putt
919,27,694,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Andrea Lee secures 1st LPGA Tour title with win at Portland Classic
920,27,695,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Canada's wheelchair rugby team captures gold at Quad Nations with win over Paralympic champ Great Britain
921,27,696,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Former prime minister Stephen Harper invested into Order of Canada
922,27,698,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Cameron Smith wins LIV Golf Invitational in Chicago in 2nd start with rival league
923,27,701,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Terry Fox Run back in Alberta as thousands run in support of cancer research
924,27,702,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Investigation launched as bystanders, suspects injured in police pursuit near Agassiz"
925,27,703,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Maj.-Gen. Dany Fortin's sexual assault trial begins today
926,27,704,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Watch the National Commemorative Ceremony for Queen Elizabeth on CBC.ca
927,27,705,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,'It's a slippery slope': How young men fall into online radicalization
928,27,706,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Lots of sniping in UCP leadership race, but so few shots fired over inflation"
929,27,707,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
930,27,708,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Biden says U.S. would defend Taiwan against Chinese invasion
931,27,709,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Montreal teen becomes Quebec's 1st world junior chess champion
932,27,710,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Russian missile struck close to nuclear plant, Ukraine says"
933,27,711,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
934,27,712,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
935,27,713,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Riot erupts at Vancouver music festival after headliner cancels show
936,27,714,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Military veteran living with chronic pain for a decade says he had to learn to 'push through'
937,27,715,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
938,27,716,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
939,27,717,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
940,27,718,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Mexico earthquake sets off alarm in the capital
941,27,719,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
942,27,720,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
943,27,721,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
944,27,722,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,N.S. man teams up with Terry Fox's brother to bring Canadian icon's run to Ireland
945,27,723,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Hurricane Fiona slams Dominican Republic after leaving Puerto Rico with 'catastrophic' damage
946,27,724,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
947,27,725,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Adnan Syed, subject of Serial podcast, will be released and conviction overturned"
948,27,726,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Olympic champion swimmer Tewksbury proud to represent Canada at Queen's funeral
949,27,728,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Russian Valery Polyakov, who holds record for longest space mission, dead at 80"
950,27,729,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Harry Langford, Stampeders 'Ironman' in 1950s, dies at 92"
951,27,730,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Alberta man appealing manslaughter conviction, sentence in shooting deaths of Métis hunters"
952,27,731,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Allen, Diggs dominate as Bills cruise to victory over Titans"
953,27,732,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,B.C. junior hockey team fined and 2 players suspended for alleged hazing
954,27,733,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Legacy and loss at forefront of 42nd Terry Fox Run in London, Ont."
955,27,734,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Charlottetown's hockey gear exchange just getting bigger
956,27,735,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Fredericton Fire Department wins national competition, a first for the team"
957,27,736,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Luxury cars seized from 23-year-old 'Crypto King' as investors try to recoup millions
958,27,737,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,'It's shaped my whole life': Former students of Sask. Christian school allege teacher sexually abused them
959,27,738,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,How the business of TIFF affects when the rest of Canada can see the films
960,27,739,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Amber Alert issued for 3-year-old boy in Vancouver
961,27,740,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,New-look Canadian women's basketball team eyes forward progress at World Cup
962,27,741,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Amber Alert issued for 3-year-old boy last seen in Vancouver
963,27,742,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,N.S. mass shooting inquiry enters final week of hearings
964,27,743,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"This municipal election, why is Hamilton's police budget so taboo?"
965,27,744,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Texas sheriff opens criminal probe into whether migrants were lured to Martha's Vineyard
966,27,745,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Hurricane Fiona track veers back toward Atlantic Canada
967,27,747,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Hurricane Fiona slams the Dominican Republic after Puerto Rico
968,27,748,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Liberals put inflation help, disability benefit at top of fall parliamentary agenda"
969,27,749,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Show of support for Ukraine takes ugly turn outside Russian Consulate in Montreal
970,27,750,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Iranian woman Mahsa Amini's death in custody requires independent probe: UN official
971,27,751,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Separatists in Eastern Ukraine to hold vote on joining Russia
972,27,752,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"P.K. Subban, Norris Trophy winner and Olympic champ, announces NHL retirement"
973,27,753,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"'Our world is in peril,' UN secretary general warns general assembly"
974,27,754,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,Ferry deckhand's hopes for promotion stalled amid backlog of Canadian permanent residency applications
975,27,755,0.0,More Black NFL retirees win dementia cases in rescored tests following $1B settlement,"Residents, workers say bugs and infections rampant at London, Ont., care facility"
769,29,679,0.189375252,U.S. politics engulfed in threats following police search at Trump's home,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
770,29,681,0.326826036,U.S. politics engulfed in threats following police search at Trump's home,"While in London for the Queen's funeral, Trudeau also discusses economy and Ukraine with leaders"
771,29,682,0.155672416,U.S. politics engulfed in threats following police search at Trump's home,PTO Triathlon Tour US Open on CBC: Dallas - DAY 2
772,29,684,0.269152254,U.S. politics engulfed in threats following police search at Trump's home,Puerto Rico hit by blackout as Hurricane Fiona closes in
773,29,686,0.189375252,U.S. politics engulfed in threats following police search at Trump's home,"Canada's 3x3 basketball team wins Women's Series Final, capping unbeaten run"
774,29,687,0.155672416,U.S. politics engulfed in threats following police search at Trump's home,Curling Stadium Alberta Curling Series Major: Final - Leduc
775,29,688,0.155810326,U.S. politics engulfed in threats following police search at Trump's home,Playoff-hungry Orioles turn triple play and rally in 9th inning to beat Blue Jays
776,29,689,0.0916311,U.S. politics engulfed in threats following police search at Trump's home,"Canada's Glagau, Sorra top U.S. to win women's world U19 beach volleyball bronze"
777,29,690,0.0,U.S. politics engulfed in threats following police search at Trump's home,Tagovailoa throws 6 TDs as Dolphins rally past Ravens
778,29,691,0.188067153,U.S. politics engulfed in threats following police search at Trump's home,Aces defeat Sun to capture 1st WNBA title in franchise history
779,29,692,0.518487751,U.S. politics engulfed in threats following police search at Trump's home,Biden says it was 'irresponsible' for Trump to keep classified documents at Mar-a-Lago
780,29,693,0.172471374,U.S. politics engulfed in threats following police search at Trump's home,Homa secures 2nd straight title at Fortinet Championship after Willett's shocking 3-putt
781,29,694,0.196370199,U.S. politics engulfed in threats following police search at Trump's home,Andrea Lee secures 1st LPGA Tour title with win at Portland Classic
782,29,695,0.227518097,U.S. politics engulfed in threats following police search at Trump's home,Canada's wheelchair rugby team captures gold at Quad Nations with win over Paralympic champ Great Britain
783,29,696,0.180902556,U.S. politics engulfed in threats following police search at Trump's home,Former prime minister Stephen Harper invested into Order of Canada
784,29,698,0.19562979,U.S. politics engulfed in threats following police search at Trump's home,Cameron Smith wins LIV Golf Invitational in Chicago in 2nd start with rival league
785,29,701,0.329279095,U.S. politics engulfed in threats following police search at Trump's home,Terry Fox Run back in Alberta as thousands run in support of cancer research
786,29,702,0.256958812,U.S. politics engulfed in threats following police search at Trump's home,"Investigation launched as bystanders, suspects injured in police pursuit near Agassiz"
787,29,703,0.412946105,U.S. politics engulfed in threats following police search at Trump's home,Maj.-Gen. Dany Fortin's sexual assault trial begins today
788,29,704,0.130659893,U.S. politics engulfed in threats following police search at Trump's home,Watch the National Commemorative Ceremony for Queen Elizabeth on CBC.ca
789,29,705,0.39579761,U.S. politics engulfed in threats following police search at Trump's home,'It's a slippery slope': How young men fall into online radicalization
790,29,706,0.368814021,U.S. politics engulfed in threats following police search at Trump's home,"Lots of sniping in UCP leadership race, but so few shots fired over inflation"
791,29,707,0.293205053,U.S. politics engulfed in threats following police search at Trump's home,"TIFF 2022: Glamour, glitz and best moments from this year's star-studded festival"
792,29,708,0.340034395,U.S. politics engulfed in threats following police search at Trump's home,Biden says U.S. would defend Taiwan against Chinese invasion
793,29,709,0.234420896,U.S. politics engulfed in threats following police search at Trump's home,Montreal teen becomes Quebec's 1st world junior chess champion
794,29,710,0.315094382,U.S. politics engulfed in threats following police search at Trump's home,"Russian missile struck close to nuclear plant, Ukraine says"
795,29,711,0.352375239,U.S. politics engulfed in threats following police search at Trump's home,"Ahead of FIBA World Cup, Kia Nurse recalls ""hell on earth"" WNBA season without Griner"
796,29,712,0.250914723,U.S. politics engulfed in threats following police search at Trump's home,"Ending birth alerts a 'red herring' that doesn't address root causes of child apprehension, experts say"
797,29,713,0.261221528,U.S. politics engulfed in threats following police search at Trump's home,Riot erupts at Vancouver music festival after headliner cancels show
798,29,714,0.241651207,U.S. politics engulfed in threats following police search at Trump's home,Military veteran living with chronic pain for a decade says he had to learn to 'push through'
799,29,715,0.374257922,U.S. politics engulfed in threats following police search at Trump's home,Former Vancouver chiropractor charged with attempted murder of 2 children in Florida
800,29,716,0.220906898,U.S. politics engulfed in threats following police search at Trump's home,Oilers sign Jake Virtanen to tryout 2 months after not guilty verdict
801,29,717,0.114785604,U.S. politics engulfed in threats following police search at Trump's home,Canadian defender Vanessa Gilles joins French powerhouse Lyon on loan
802,29,718,0.124326818,U.S. politics engulfed in threats following police search at Trump's home,Mexico earthquake sets off alarm in the capital
803,29,719,0.324014157,U.S. politics engulfed in threats following police search at Trump's home,Canucks' Hughes on Boudreau: 'You want to run through a brick wall for him'
804,29,720,0.265822083,U.S. politics engulfed in threats following police search at Trump's home,Trudeau spotted singing Bohemian Rhapsody days before Queen's funeral
805,29,721,0.241276756,U.S. politics engulfed in threats following police search at Trump's home,"Moscow summons Canada envoy, says Russian Embassy was attacked in Ottawa"
